position,person,personID,start,end,gender,DOB,DOD,image,enwiki
Minister of Sports,George Hilton,Q18707957,2015-01-01,2016-03-30,male,1971-06-11,,George Hilton Homenagem Min Esporte.jpg,George Hilton (politician)
Minister of Sports,Ricardo Leyser,Q23899763,2016-03-31,2016-05-12,male,1972,,RicardoLeyser.jpg,
Minister of Sports,Leonardo Picciani,Q10317356,2016-05-12,2018-04-10,male,1979-11-06,,Leonardo Picciani.jpg,Leonardo Picciani
Minister of Sports,Leandro Cruz Fróes da Silva,Q61000437,2018-04-10,2018-12-31,male,1969-11-05,,Ministro Fróes.jpg,
Minister of Tourism,Marcelo Álvaro Antônio,Q48868228,2019-01-01,2020-12-09,male,1974-02-16,,Marcelo Álvaro Antônio (cropped).jpg,Marcelo Álvaro Antônio
Minister of Tourism,Gilson Machado Neto,Q104605629,2020-12-09,2022-03-31,male,1968-05-12,,Gilson Machado Neto (cropped).jpg,Gilson Machado Neto
Minister of Tourism,Carlos Brito,Q106621007,2022-03-31,,male,,,,
Minister of Transparency and Control,Waldir Pires,Q2420629,2003-01-01,2006-03-31,male,1926-10-21,2018-06-22,Waldir Pires1.jpg,Waldir Pires
Minister of Transparency and Control,Wagner Rosário,Q30936068,2017-05-31,,male,1975,,Wagner Rosário em 30 de julho de 2019 (recorte).jpg,Wagner de Campos Rosário
"Minister of Women, Family and Human Rights",Damares Alves,Q59577903,2019-01-01,2022-03-31,female,1964-03-11,,Damares Alves em fevereiro de 2019 (2).jpg,Damares Alves
"Minister of Women, Family and Human Rights",Cristiane Rodrigues Britto,Q111446662,2022-03-31,,,,,,
Minister of the Court of Accounts of the Union,Aroldo Cedraz,Q9630051,2007-01-03,,male,1951-02-26,,Aroldo Cedraz3.jpg,
Minister of the Superior Court of Justice,William Andrade Patterson,Q56349350,1989-04-07,2000-12-14,male,1936-09-28,,Ministro-william-andrade-patterson.jpg,
Minister of the Supreme Federal Court,Teori Zavascki,Q10380305,2012-11-29,2017-01-19,male,1948-08-15,2017-01-19,Teori Zavascki-edit.jpg,Teori Zavascki
Secretary-General of the Presidency,Jorge Oliveira,Q64760330,2019-06-21,2020-12-31,male,1974-11-15,,Jorge de Oliveira Francisco em 21 de junho de 2019 (4).jpg,Jorge Oliveira
Secretary-General of the Presidency,Onyx Lorenzoni,Q10341050,2021-02-12,2021-07-26,male,1954-10-03,,Onyx Lorenzoni em 2019.jpg,Onyx Lorenzoni
Secretary-General of the Presidency,Luiz Eduardo Ramos,Q64682549,2021-07-26,,male,1956-06-12,,Luiz Eduardo Ramos em 4 de julho de 2019 (1; recorte).jpg,Luiz Eduardo Ramos
Chief of Staff of the Presidency,Jaques Wagner,Q6159407,2015-10-02,2016-03-16,male,1951-03-16,,JaquesWagner2010.jpg,Jaques Wagner
Chief of Staff of the Presidency,Onyx Lorenzoni,Q10341050,2019-01-01,2020-02-18,male,1954-10-03,,Onyx Lorenzoni em 2019.jpg,Onyx Lorenzoni
Chief of Staff of the Presidency,Walter Souza Braga Netto,Q49323012,2020-02-18,2021-03-29,male,1957-03-11,,2020-10-17 Cerimônia de Entrega de Espadim aos Cadetes da Turma “Centenário da Missão Militar Francesa no Brasil” 073 (cropped).jpg,Walter Souza Braga Netto
Chief of Staff of the Presidency,Luiz Eduardo Ramos,Q64682549,2021-03-29,2021-07-26,male,1956-06-12,,Luiz Eduardo Ramos em 4 de julho de 2019 (1; recorte).jpg,Luiz Eduardo Ramos
Chief of Staff of the Presidency,Ciro Nogueira Lima Filho,Q15985219,2021-07-26,,male,1968-11-21,,Ciro Nogueira Filho 2013.jpg,Ciro Nogueira Lima Filho
Secretary of Government,Carlos Alberto dos Santos Cruz,Q13416899,2019-01-01,2019-06-13,male,1952-06-01,,Santos Cruz em 8 de maio de 2019 (1; cropped).jpg,Carlos Alberto dos Santos Cruz
Secretary of Government,Luiz Eduardo Ramos,Q64682549,2019-06-13,2021-03-29,male,1956-06-12,,Luiz Eduardo Ramos em 4 de julho de 2019 (1; recorte).jpg,Luiz Eduardo Ramos
Secretary of Government,Flávia Arruda,Q60961728,2021-03-29,2022-03-31,female,1980-01-21,,Flavia Arruda 2019.jpg,Flávia Arruda
Secretary of Government,Célio Faria Júnior,Q111446916,2021-03-31,,male,,,Célio Faria.jpg,
Secretary of Institutional Security,Augusto Heleno,Q9637698,2019-01-01,,male,1947-10-29,,Augusto Heleno (cropped).jpg,Augusto Heleno
Secretary of Strategic Affairs of the Presidency,Eduardo Pazuello,Q94787924,2021-06-01,,male,1963,,Eduardo Pazuello.jpg,Eduardo Pazuello
Attorney General,Geraldo Magela da Cruz Quintão,Q5441710,1995-01,2000-01,male,1935-07-01,,Geraldo Magela Quintao 000628-D-2987S-026.jpg,Geraldo Magela
Attorney General,Gilmar Mendes,Q2362405,2000-01,2002-06,male,1955-12-30,,Gilmar Mendes (cropped).jpg,Gilmar Mendes
Attorney General,Dias Toffoli,Q10266077,2007-03,2009-10,male,1967-11-15,,Toffoli aniversario da constituição.jpg,Dias Toffoli
Attorney General,Luís Inácio Adams,Q3624445,2009-10-23,2016-03-03,male,1965-03-02,,Luis inacio adams.jpg,Luís Inácio Adams
Attorney General,José Eduardo Cardozo,Q10309291,2016-03,2016-05,male,1959-04-18,,Jose eduardo cardozo.jpg,José Eduardo Cardozo
Attorney General,Fábio Medina Osório,Q24076835,2016-05,2016-09,male,1967-07-31,,CEI2016 - Comissão Especial do Impeachment 2016 (26756330696).jpg,Fábio Medina Osório
Attorney General,Grace Mendonça,Q26884925,2016-09,2019-01,female,1968-10-17,,Grace Mendonça 2016 posse agu.jpg,Grace Mendonça
Attorney General,André Mendonça,Q60396070,2019-01-01,2020-04-28,male,1972-12,,André Luiz de Almeida Mendonça (cropped).jpg,André Mendonça
Attorney General,José Levi Mello do Amaral Júnior,Q28920415,2020-04-29,2021-03-29,male,1976-06-22,,2020-04-29 Solenidade de Posse do Ministro da Justiça e Segurança Pública e do Advogado-Geral da União 39.jpg,José Levi do Amaral
Attorney General,André Mendonça,Q60396070,2021-03-29,2021-08-06,male,1972-12,,André Luiz de Almeida Mendonça (cropped).jpg,André Mendonça
Attorney General,Bruno Bianco,Q107972708,2021-08-06,,male,1982,,Bruno Bianco.jpg,Bruno Bianco
Prosecutor General,Claudio Lemos Fonteles,Q9786379,2003-06-30,2005-06-29,male,1946-10-11,,Claudio fonteles.jpg,
Prosecutor General,Augusto Aras,Q65167291,2019-09-26,,male,1958-12-04,,Augusto Aras - Justiça Viva (cropped).jpg,Augusto Aras
National Secretary of Public Security,Guilherme Cals Theophilo Gaspar de Oliveira,Q97657354,2019-01-01,2020-05-14,male,1955-03-13,,Guilherme Theophilo (recorte).jpg,
President of the Chamber of Deputies,Arthur Lira,Q23904977,2021-02-01,,male,1969-06-25,,Arthur Lira como presidente da Câmara.jpg,Arthur Lira
President of the Federal Senate,Antônio Carlos Magalhães,Q571064,1997-02-04,2001-02-14,male,1927-09-04,2007-07-20,"Antônio Carlos Peixoto de Magalhães, Governador da Bahia..tif",Antônio Carlos Magalhães
President of the Federal Senate,José Sarney,Q244997,2009-02-02,2013-02-01,male,1930-04-24,,Jose Sarney.jpg,José Sarney
President of the Federal Senate,Davi Alcolumbre,Q10264359,2019-02-02,2021-02-01,male,1977-06-19,,Foto oficial 2 de Davi Alcolumbre (v. AgSen).jpg,Davi Alcolumbre
President of the Federal Senate,Rodrigo Pacheco,Q29696179,2021-02-01,,male,1976-11-03,,"Deputado Rodrigo pacheco na Comissão de Constituição, Justiça e Cidadania (cropped).jpg",Rodrigo Pacheco (politician)
President of the Central Bank,Henrique Meirelles,Q3428247,2003-01-01,2011-01-01,male,1945-08-31,,Henrique Meirelles - World Economic Forum on Latin America 2011.jpg,Henrique Meirelles
President of the Central Bank,Alexandre Tombini,Q3376150,2011-01-01,2016-06-13,male,1963-12-09,,Alexandre tombini bacen.jpg,Alexandre Tombini
President of the Central Bank,Ilan Goldfajn,Q25439494,2016-06-09,2019-02-28,male,1966-03-12,,Ilan Goldfajn 2016.jpg,Ilan Goldfajn
President of the Central Bank,Roberto Campos Neto,Q58812288,2019-02-28,,male,1969-06-28,,Roberto Campos Neto.jpg,Roberto Campos Neto
Chief of the Joint General Staff of the Armed Forces,Laerte de Souza Santos,Q107050975,2021-05-31,,male,1958-09-02,,GenLaerte.jpg,Laerte de Souza Santos
Governor of Acre,Jorge Viana,Q954775,1999-01-01,2007-01-01,male,1959-09-20,,Senador Jorge Viana - Segunda Foto Oficial.jpg,Jorge Viana
Governor of Acre,Binho Marques,Q4914358,2007-01-01,2011-01-01,male,1962-10-29,,Binho Marques.JPG,Binho Marques
Governor of Acre,Tião Viana,Q212394,2011-02-01,2019-01-01,male,1961-02-09,,Tiaoviana01022007.jpg,Tião Viana
Governor of Acre,Gladson Cameli,Q10290029,2019-01-01,,male,1978-03-26,,Gladson Cameli em outubro de 2018.jpg,Gladson Cameli
Governor of Alagoas,Renan Filho,Q10359235,2015-01-01,2022-04-02,male,1979-10-08,,"Recebe em audiência o governador de Alagoas, Renan Filho. (16551164323) - cropped.jpg",Renan Filho
Governor of Alagoas,Klever Rêgo Loureiro,Q111466039,2022-04-02,,,1951,,,
Governor of Amapá,Waldez Góes,Q9095459,2003-01-01,2010-03-31,male,1961-10-29,,"Waldez Góes, Gov AP 2016.jpg",Waldez Góes
Governor of Amapá,Waldez Góes,Q9095459,2015-01-01,,male,1961-10-29,,"Waldez Góes, Gov AP 2016.jpg",Waldez Góes
Governor of Amazonas,Amazonino Mendes,Q111507,1999-01-01,2003-01-01,male,1939-11-16,,Amazonino Mendes em agosto de 2017.jpg,Amazonino Mendes
Governor of Amazonas,Carlos Eduardo de Sousa Braga,Q5042029,2003-01-01,2007-01-01,male,1960-12-06,,Eduardobraga28112006.jpg,Eduardo Braga
Governor of Amazonas,Carlos Eduardo de Sousa Braga,Q5042029,2007-01-01,2010-03-31,male,1960-12-06,,Eduardobraga28112006.jpg,Eduardo Braga
Governor of Amazonas,Omar Aziz,Q10340805,2010-03-31,2011-01-01,male,1958-08-13,,Omar Aziz.png,Omar Aziz
Governor of Amazonas,Omar Aziz,Q10340805,2011-01-01,2014-04-04,male,1958-08-13,,Omar Aziz.png,Omar Aziz
Governor of Amazonas,José Melo de Oliveira,Q10310117,2014-04-04,2015-01-01,male,1946-09-26,,Gov.-Prof-Jose-Melo-de-Oliveira2-841x1024.jpg,José Melo de Oliveira
Governor of Amazonas,José Melo de Oliveira,Q10310117,2015-01-01,2017-05-09,male,1946-09-26,,Gov.-Prof-Jose-Melo-de-Oliveira2-841x1024.jpg,José Melo de Oliveira
Governor of Amazonas,David Almeida,Q10264374,2017-05-09,2017-10-04,male,1969-02-08,,Deputado Estadual David Almeida (Foto anterior).jpg,David Almeida
Governor of Amazonas,Amazonino Mendes,Q111507,2017-10-04,2019-01-01,male,1939-11-16,,Amazonino Mendes em agosto de 2017.jpg,Amazonino Mendes
Governor of Amazonas,Wilson Lima,Q58047696,2019-01-01,,male,1976-06-26,,Wilson Miranda Lima.jpg,Wilson Lima
Governor of Bahia,César Borges,Q3700022,1999-02-01,2002-04-06,male,1948-11-21,,Cesar Borges.jpg,
Governor of Bahia,Otto Alencar,Q10342495,2002-04-05,2002-12-31,male,1947-08-28,,Foto oficial de Otto Alencar.jpg,Otto Alencar
Governor of Bahia,Paulo Souto,Q9057112,2003-01-01,2006-12-31,male,1943-11-19,,Paulo Souto.jpg,Paulo Souto
Governor of Bahia,Jaques Wagner,Q6159407,2007-01-01,2014-12-31,male,1951-03-16,,JaquesWagner2010.jpg,Jaques Wagner
Governor of Bahia,Rui Costa,Q10365240,2015-01-01,,male,1963-01-18,,Rui Costa em fevereiro de 2019.jpg,Rui Costa (politician)
Governor of Ceará,Tasso Jereissati,Q7687655,1995-01-01,2002-04-06,male,1948-12-15,,Jereissati21052007.jpg,Tasso Jereissati
Governor of Ceará,Beni Veras,Q9654343,2002-04-06,2003-01-01,male,1935-08-18,2015-11-06,,Beni Veras
Governor of Ceará,Lúcio Alcântara,Q13164197,2003-01-01,2007-01-01,male,1943-05-16,,Lucioalcantara2006.jpg,
Governor of Ceará,Cid Gomes,Q5119489,2007-01-01,2015-01-01,male,1963-04-27,,Cidgomes2006.jpg,Cid Gomes
